Company_Name,Company_Age,CIBIL_Commercial_Score,GSTR_Declared_Revenue_Cr,Bank_Statement_Inflow_Cr,Litigation_Count,News_Sentiment_Score,Loan_Approved,Approved_Limit_Cr,Interest_Rate_Pct
Mannan-Borde,12,474,449.67,478.44,0,-0.95,0,0.0,0.0
"Balan, Bedi and Kata",1,308,460.27,475.35,0,0.77,0,0.0,0.0
"Borra, Pingle and Ghosh",7,385,350.94,336.24,5,-0.86,0,0.0,0.0
Khurana-Parekh,31,705,458.43,499.29,0,-0.03,1,89.81,9.47
Hari-Nair,6,640,461.03,471.84,0,0.07,1,59.73,9.8
"Talwar, Mahal and Doctor",15,820,197.64,215.51,1,0.17,1,46.36,8.9
"Sodhi, Ratta and Som",17,866,26.98,25.14,3,0.24,0,0.0,0.0
"Oak, Mitra and Mani",5,615,76.02,74.57,0,0.69,1,9.57,11.43
Rajagopalan Group,21,801,475.34,492.06,0,0.91,1,68.8,8.99
Dhar Ltd,20,623,437.02,466.45,0,0.89,1,59.07,9.88
Sinha Group,29,831,211.11,226.54,0,-0.24,1,48.9,8.85
"Magar, Saraf and Kari",8,527,288.43,262.05,0,0.56,0,0.0,0.0
Palla-Ghose,15,737,482.86,450.04,0,-0.82,0,0.0,0.0
Rajagopal-Naik,48,581,319.07,336.27,0,0.36,0,0.0,0.0
Korpal-Barad,42,694,170.79,107.99,1,0.04,0,0.0,0.0
"Gandhi, Bhattacharyya and Behl",14,348,207.39,224.08,0,-0.36,0,0.0,0.0
Brahmbhatt PLC,5,880,51.65,88.85,0,-0.84,0,0.0,0.0
Chahal-Mangat,47,741,386.47,401.68,0,-0.69,0,0.0,0.0
"Devan, Sengupta and Choudhary",37,495,427.0,467.29,5,-0.93,0,0.0,0.0
"Kala, Misra and Varghese",29,799,407.89,384.85,0,0.29,1,61.32,9.01
"Kumer, Walia and Chad",19,387,307.52,308.52,0,0.64,0,0.0,0.0
Rout-Rau,28,479,177.21,194.27,2,-0.34,0,0.0,0.0
"Bhagat, Bajwa and Varty",21,612,198.69,85.93,0,-0.29,0,0.0,0.0
"Kurian, Mangal and Bose",23,358,461.93,246.45,0,-0.18,0,0.0,0.0
Mistry LLC,30,317,111.67,114.91,0,-0.13,0,0.0,0.0
Purohit PLC,7,760,110.27,75.69,0,0.87,0,0.0,0.0
"Sridhar, Madan and Krish",29,657,301.92,281.48,0,-0.03,1,49.75,9.71
"Borde, Comar and Venkataraman",28,454,281.36,293.17,0,0.43,0,0.0,0.0
Chaudhuri and Sons,42,692,387.92,388.21,0,-0.26,1,44.91,9.54
Vyas Group,2,576,475.65,713.76,0,0.07,0,0.0,0.0
Chaudry PLC,22,603,350.37,330.73,0,0.77,1,50.72,9.98
"Seshadri, Dayal and Bala",25,711,195.3,195.65,0,0.4,1,33.45,9.45
Dar LLC,41,411,400.89,374.42,0,-0.38,0,0.0,0.0
"Brahmbhatt, Sahni and Goel",35,420,372.96,502.75,2,0.58,0,0.0,0.0
Swaminathan LLC,48,816,396.89,421.97,0,-0.01,1,82.12,8.92
"Ramaswamy, Mohanty and Suresh",16,316,397.55,545.68,0,0.59,0,0.0,0.0
Raju Inc,1,796,50.09,50.92,0,-0.45,1,11.01,10.52
"Kannan, Barad and Kumer",12,861,115.84,109.35,0,0.67,1,21.06,8.7
Kade PLC,1,787,38.31,18.29,2,0.66,0,0.0,0.0
Madan-Gour,17,452,156.75,172.03,0,0.24,0,0.0,0.0
Dutta-Behl,21,832,103.16,94.59,0,-0.38,1,19.11,8.84
Vala LLC,18,629,319.31,327.81,0,-0.42,1,42.28,9.86
Jaggi-Jaggi,21,820,26.46,27.55,1,0.64,1,5.24,8.9
Panchal-Sabharwal,44,407,26.02,24.96,0,0.33,0,0.0,0.0
Saha-Krishnamurthy,10,893,89.8,93.75,0,-0.94,0,0.0,0.0
Dara-Bhalla,22,756,76.32,43.94,0,-0.79,0,0.0,0.0
"Bhattacharyya, Raghavan and Bassi",5,326,266.41,138.83,0,-0.44,0,0.0,0.0
Mangat LLC,26,326,11.88,5.45,0,0.56,0,0.0,0.0
Panchal PLC,13,328,166.59,227.26,0,0.76,0,0.0,0.0
Savant Group,19,805,224.84,241.66,0,-0.6,0,0.0,0.0
Sekhon Inc,47,351,115.17,103.77,1,-0.85,0,0.0,0.0
Roy-Jani,5,546,211.85,146.19,0,0.45,0,0.0,0.0
Manne PLC,14,306,177.46,177.61,0,-0.72,0,0.0,0.0
Randhawa-Vig,45,456,297.24,318.61,0,-0.08,0,0.0,0.0
Talwar-Johal,47,460,97.16,94.9,0,-0.07,0,0.0,0.0
Balasubramanian Group,13,877,53.63,55.67,1,0.4,1,8.61,8.62
Kashyap Inc,23,560,93.78,88.84,0,-0.41,0,0.0,0.0
"Bir, Guha and Loyal",21,345,239.09,251.93,1,-0.42,0,0.0,0.0
Krishnamurthy-De,29,368,168.7,157.43,2,-0.82,0,0.0,0.0
Batra-Sabharwal,47,876,463.12,484.17,0,0.26,1,76.67,8.62
Bhandari Inc,47,393,264.07,243.75,0,-0.17,0,0.0,0.0
"Kuruvilla, Comar and Deo",20,602,78.36,81.35,1,0.28,1,10.76,9.99
"Sachdeva, Babu and Dhar",13,388,388.03,424.23,0,-0.76,0,0.0,0.0
"Chaudhuri, Bera and Chaudhari",34,464,402.64,411.86,0,-0.03,0,0.0,0.0
Puri-Pai,6,493,58.81,30.02,0,1.0,0,0.0,0.0
"Mitter, Mohanty and Varty",2,659,87.72,141.94,1,-0.45,0,0.0,0.0
"Lall, Bumb and Char",2,764,39.3,37.62,1,-0.88,0,0.0,0.0
Sabharwal Group,11,455,147.65,135.96,2,-0.09,0,0.0,0.0
"Magar, Chana and Kibe",22,345,489.09,446.83,0,0.82,0,0.0,0.0
Dhar-Gill,40,745,61.44,62.29,0,0.01,1,7.83,9.28
Mohan-Kothari,13,587,345.85,370.09,0,-0.24,0,0.0,0.0
Chand Group,35,569,128.05,130.41,1,0.61,0,0.0,0.0
Shetty-Thakkar,17,888,102.6,106.05,0,0.22,1,25.76,8.56
Nadkarni-Palla,13,480,285.17,304.75,0,-0.34,0,0.0,0.0
Borah-Bala,38,388,311.59,293.72,2,0.98,0,0.0,0.0
"Viswanathan, Banik and Garg",33,857,404.99,410.41,0,0.45,1,68.38,8.71
"Bose, Bahri and Choudhry",43,401,357.92,619.31,0,0.54,0,0.0,0.0
Batta-Gandhi,16,689,396.95,381.43,1,-0.09,1,67.59,9.55
Chander-Kota,24,509,289.81,272.91,1,-0.43,0,0.0,0.0
Murthy-Hora,39,303,114.73,124.7,0,-0.1,0,0.0,0.0
Majumdar PLC,26,899,163.37,153.02,2,0.76,1,27.33,8.51
"D’Alia, Agarwal and Jayaraman",45,792,374.9,187.88,0,-0.04,0,0.0,0.0
Yogi LLC,24,670,402.11,593.71,10,0.55,0,0.0,0.0
"Mittal, Swamy and Vaidya",48,364,374.32,356.63,0,0.75,0,0.0,0.0
Arora-Saha,31,459,54.95,60.08,0,-0.47,0,0.0,0.0
"Pal, Kanda and Devi",28,462,408.23,373.92,0,-0.61,0,0.0,0.0
Ravi PLC,16,614,241.22,224.8,0,0.36,1,30.95,9.93
"Sridhar, Sampath and Karpe",44,457,166.68,156.12,0,0.02,0,0.0,0.0
Srivastava Group,38,851,347.25,372.16,0,0.06,1,72.17,8.74
Dubey-Balakrishnan,43,687,393.71,363.06,0,-0.58,0,0.0,0.0
Ramakrishnan PLC,10,797,274.28,261.89,0,0.07,1,43.76,9.02
"Chad, Rao and Master",8,876,8.91,9.03,0,0.44,1,1.44,8.62
Palla-Goyal,26,887,284.67,278.81,0,-0.15,1,64.44,8.56
Prabhu Inc,37,468,255.39,239.35,0,0.46,0,0.0,0.0
"Jain, Raghavan and D’Alia",20,592,498.53,489.39,0,-0.9,0,0.0,0.0
Krishnan Inc,20,658,218.43,215.23,2,0.18,1,24.04,9.71
Ahuja and Sons,21,560,110.78,115.91,2,0.47,0,0.0,0.0
Parikh-Din,28,803,262.86,272.19,2,-0.65,0,0.0,0.0
Gopal-Dhaliwal,14,319,86.43,93.26,0,0.43,0,0.0,0.0
Ganesan-Krishnamurthy,49,480,159.81,151.52,0,0.98,0,0.0,0.0
Om-Guha,3,445,463.66,275.56,10,-0.78,0,0.0,0.0
"Balan, Mishra and Thaman",25,724,241.44,265.2,0,0.15,1,44.32,9.38
"Mall, Sur and Sandhu",20,863,197.92,198.57,1,-0.47,1,28.77,8.69
"Bora, Yohannan and Singhal",32,841,440.72,467.4,0,-0.17,1,92.48,8.79
Sathe Ltd,12,388,137.42,147.31,0,-0.68,0,0.0,0.0
Madan-Banerjee,2,545,26.79,27.94,0,0.64,0,0.0,0.0
"Talwar, Goda and Mody",27,382,301.76,291.88,0,0.15,0,0.0,0.0
"Talwar, Bajaj and Oak",10,849,112.83,48.44,0,0.92,0,0.0,0.0
"Khurana, Nadkarni and Khare",5,552,74.92,76.29,0,-0.77,0,0.0,0.0
Sarraf-Chaudhry,23,755,263.92,254.17,1,-0.37,1,52.7,9.22
"Palla, Bhatia and Ghosh",15,716,294.87,311.97,0,-0.37,1,53.57,9.42
Subramanian-Garde,47,514,178.68,164.67,0,-0.26,0,0.0,0.0
Saran Group,10,313,227.54,148.2,0,0.26,0,0.0,0.0
Rattan Group,18,479,321.1,329.4,1,0.62,0,0.0,0.0
Khalsa-Subramaniam,14,869,374.19,344.27,1,0.27,1,60.12,8.65
Srivastava-Ghose,18,734,479.07,439.57,1,0.46,1,84.72,9.33
"Wadhwa, Nayar and Chana",33,752,388.64,367.83,0,0.18,1,73.35,9.24
Mody-Magar,27,876,336.12,343.91,0,0.6,1,75.62,8.62
"Raman, Rege and Dass",4,788,15.57,15.91,0,-0.47,1,3.35,10.56
Bir and Sons,37,570,306.7,325.8,1,-0.52,0,0.0,0.0
"Keer, Lad and Khosla",3,318,257.68,246.45,1,-0.94,0,0.0,0.0
"Khare, Parmar and Khosla",4,365,391.93,382.23,0,-0.67,0,0.0,0.0
Singhal Ltd,34,308,471.2,426.66,0,-0.09,0,0.0,0.0
Zachariah Ltd,46,680,95.83,103.94,0,-0.8,0,0.0,0.0
Rajan-Agrawal,31,626,126.27,113.76,0,0.11,1,19.73,9.87
"Lala, Sabharwal and Pandit",19,483,54.31,53.64,0,-0.37,0,0.0,0.0
Dhingra LLC,48,613,25.77,24.4,5,0.39,0,0.0,0.0
"Palla, Bal and Dubey",12,603,230.74,221.38,1,-0.27,1,27.41,9.98
Borah Ltd,21,448,102.46,93.68,0,0.38,0,0.0,0.0
"Narula, Gill and Thaman",26,310,482.87,444.56,1,0.68,0,0.0,0.0
"Brar, Agarwal and Basu",42,658,322.56,553.64,0,0.46,0,0.0,0.0
Bhatti-Sinha,28,655,83.65,38.39,0,-0.94,0,0.0,0.0
Mangat-Saxena,22,515,168.88,166.11,2,-0.56,0,0.0,0.0
"Edwin, Khurana and Walla",7,569,110.82,107.48,2,0.59,0,0.0,0.0
Venkataraman-Bath,47,536,439.52,252.84,0,-0.94,0,0.0,0.0
"Deshpande, Pai and Pant",48,372,450.96,225.12,0,0.22,0,0.0,0.0
"Gour, Bajwa and Kaul",26,687,277.97,253.64,5,0.58,0,0.0,0.0
Patla PLC,21,405,339.76,358.51,0,-0.45,0,0.0,0.0
Amble Ltd,45,337,298.27,292.38,1,0.86,0,0.0,0.0
"Chad, Amble and Morar",39,359,149.3,149.78,0,-0.77,0,0.0,0.0
Dash Ltd,1,378,47.04,47.29,5,0.52,0,0.0,0.0
Bhatia-Mistry,44,402,283.5,294.57,0,0.89,0,0.0,0.0
Venkataraman Ltd,44,621,50.5,66.97,0,-0.04,0,0.0,0.0
"Sharma, Pant and Upadhyay",3,533,114.06,121.14,0,0.19,0,0.0,0.0
Din-Kapoor,48,816,186.69,200.91,0,0.62,1,31.39,8.92
"Sathe, Bajaj and Salvi",24,817,409.57,386.32,0,-0.98,0,0.0,0.0
Sarkar-Goswami,4,342,25.1,23.76,0,0.29,0,0.0,0.0
Gole-Loke,22,838,323.93,311.45,1,-0.03,1,48.56,8.81
Jaggi-Walia,8,480,472.09,499.12,0,-0.81,0,0.0,0.0
"Khatri, Badami and Dass",5,616,72.2,73.15,5,0.59,0,0.0,0.0
Gour LLC,16,423,42.85,39.94,0,-0.04,0,0.0,0.0
"Zacharia, Pathak and Nagarajan",6,371,472.95,432.93,1,0.04,0,0.0,0.0
"Chauhan, Cheema and Chaudhuri",10,384,464.04,277.18,0,0.65,0,0.0,0.0
"Sehgal, Thakkar and Thakur",49,616,153.16,143.65,0,-0.88,0,0.0,0.0
Sethi-Dora,36,419,133.97,130.5,0,0.89,0,0.0,0.0
"Wason, Das and Pant",20,582,482.41,485.7,0,-0.7,0,0.0,0.0
Naik Inc,18,476,408.97,382.99,0,-0.29,0,0.0,0.0
"Sengupta, Chawla and Vasa",43,525,252.9,253.74,0,-0.21,0,0.0,0.0
Chand Ltd,14,772,355.16,388.82,0,-0.27,1,66.09,9.14
"Goda, Bhavsar and Choudhry",6,346,34.73,35.11,2,0.74,0,0.0,0.0
Upadhyay Ltd,47,582,346.25,350.0,0,-0.08,0,0.0,0.0
Bhardwaj-Pai,43,639,185.1,195.64,0,0.37,1,29.31,9.8
Garde Group,21,571,66.2,65.28,0,0.43,0,0.0,0.0
Chandran-Apte,13,877,134.64,211.07,1,-0.84,0,0.0,0.0
"Sandal, Gera and Khosla",26,649,13.48,13.64,0,-0.68,0,0.0,0.0
Devi-Sengupta,23,829,48.07,49.29,0,-0.4,1,11.34,8.86
Madan-Kaur,49,382,49.85,48.33,0,0.82,0,0.0,0.0
"Zachariah, Raj and Bobal",11,775,437.99,399.8,0,0.97,1,54.11,9.12
Choudhry-Roy,42,423,132.05,77.19,1,0.51,0,0.0,0.0
Shetty LLC,6,411,311.73,311.82,2,0.19,0,0.0,0.0
"Varma, Wagle and Gara",25,417,326.09,337.21,5,-0.91,0,0.0,0.0
"Rattan, Krishna and Dara",4,382,195.23,199.47,0,-0.15,0,0.0,0.0
Iyer LLC,32,524,44.54,76.26,2,-0.25,0,0.0,0.0
Kakar and Sons,33,465,161.54,159.95,0,-0.28,0,0.0,0.0
Sibal-Bhatt,27,754,65.09,60.09,1,-0.75,0,0.0,0.0
"Kannan, Sahota and Wable",3,338,422.14,441.34,2,-0.33,0,0.0,0.0
Narain-Bhatti,47,865,414.56,429.2,0,0.32,1,85.53,8.68
Krishna Group,12,876,202.11,193.67,0,-0.27,1,33.62,8.62
Ahuja-Tank,4,679,163.99,245.63,1,0.97,0,0.0,0.0
Murty-Nazareth,39,404,310.28,316.39,0,0.39,0,0.0,0.0
Grover-Chana,20,788,360.1,387.22,2,-0.45,1,80.96,9.06
"Pau, Tara and Bobal",7,681,272.55,262.81,0,0.43,1,47.32,9.6
"Dey, Pau and Deep",38,864,373.74,401.24,0,0.89,1,83.69,8.68
Char Group,23,572,168.92,69.58,1,-0.88,0,0.0,0.0
Rao-Bhargava,34,580,170.41,162.33,0,-0.15,0,0.0,0.0
Memon-Pandey,35,472,467.05,425.41,0,0.44,0,0.0,0.0
Dasgupta-Rao,49,492,244.93,241.18,0,0.42,0,0.0,0.0
Walia-Viswanathan,33,467,281.83,270.95,0,-0.07,0,0.0,0.0
Mitter Inc,31,303,294.33,268.06,0,0.44,0,0.0,0.0
"Vala, Sibal and Gala",9,795,351.58,380.81,5,-0.38,0,0.0,0.0
Bora-Guha,2,307,134.65,137.79,0,-0.63,0,0.0,0.0
Ghosh Ltd,8,464,64.03,65.04,0,0.73,0,0.0,0.0
"Kar, Barman and Lala",46,790,179.75,177.81,0,0.7,1,32.03,9.05
"Mangat, Nagarajan and Tak",4,544,20.13,21.58,3,0.27,0,0.0,0.0
Ravel and Sons,17,750,485.99,438.74,0,0.12,1,79.7,9.25
Madan and Sons,26,667,184.85,196.74,0,0.76,1,24.06,9.66
"Chaudhary, Hayre and Nagy",12,483,496.15,451.89,0,0.48,0,0.0,0.0
Lad LLC,28,644,480.79,464.71,0,0.37,1,78.5,9.78
Batra Ltd,3,584,487.69,443.06,0,-0.89,0,0.0,0.0
"Rana, Ben and Balan",49,760,24.58,12.0,1,-0.64,0,0.0,0.0
Tella-Kulkarni,31,766,19.86,19.11,0,-0.6,0,0.0,0.0
Sastry and Sons,16,642,178.03,193.59,0,-0.01,1,20.74,9.79
"Chad, Chaudhary and Hari",32,630,238.85,258.49,0,-0.78,0,0.0,0.0
Bala-Master,9,455,109.7,57.37,1,-0.57,0,0.0,0.0
"Ratti, Prashad and Vora",43,596,466.32,434.75,0,-0.02,0,0.0,0.0
"Prashad, Dada and Vasa",18,715,363.55,205.11,2,-0.9,0,0.0,0.0
Toor PLC,10,438,18.18,19.41,1,0.02,0,0.0,0.0
"Yohannan, Narayanan and Manne",2,335,66.5,69.15,3,-0.23,0,0.0,0.0
"Kakar, Virk and Aurora",22,648,140.74,65.34,5,0.91,0,0.0,0.0
Dixit-Kapur,3,631,418.62,709.2,0,0.55,0,0.0,0.0
Chanda-Dubey,40,447,494.92,465.62,0,-0.46,0,0.0,0.0
"Chander, Toor and Mandal",20,438,156.32,144.82,0,-0.9,0,0.0,0.0
Chanda-Zachariah,47,871,94.28,87.6,3,0.52,0,0.0,0.0
"Kari, Bala and Bedi",30,556,210.89,118.54,0,-0.51,0,0.0,0.0
Lanka and Sons,31,880,422.12,402.27,0,-0.76,0,0.0,0.0
"Chacko, Jhaveri and Khatri",2,806,335.89,345.38,0,0.6,1,56.68,10.47
Wagle Inc,19,616,437.36,412.18,1,-0.63,0,0.0,0.0
"Mane, Bhatti and Mukherjee",28,857,67.31,67.86,0,-0.13,1,15.88,8.71
Nagarajan Ltd,43,517,497.03,488.76,0,-0.4,0,0.0,0.0
"Handa, Mallick and Golla",1,451,384.97,399.79,0,0.0,0,0.0,0.0
Sagar-Vasa,42,529,143.92,140.12,1,-0.91,0,0.0,0.0
Rana-Sule,28,505,89.6,84.0,1,0.78,0,0.0,0.0
Sura-Manda,5,749,310.11,298.7,2,-0.93,0,0.0,0.0
Bains-Bail,31,350,482.61,437.03,2,-0.8,0,0.0,0.0
Chada Group,1,353,469.47,448.26,1,-0.84,0,0.0,0.0
Saran Group,32,847,242.94,240.25,0,0.37,1,41.56,8.77
Jain-Varghese,23,462,11.34,10.62,0,0.11,0,0.0,0.0
Nagar LLC,23,768,312.77,332.41,0,-0.98,0,0.0,0.0
Butala Ltd,13,605,429.37,431.82,0,0.73,1,49.67,9.97
Choudhary-Tara,31,588,478.53,741.94,1,0.24,0,0.0,0.0
Raval-Kibe,39,466,256.29,347.71,0,-0.27,0,0.0,0.0
Pandey-Rau,25,395,441.45,443.27,0,0.41,0,0.0,0.0
Cheema-Pant,36,657,99.4,96.8,2,-0.85,0,0.0,0.0
Salvi-Buch,29,475,68.1,62.88,0,0.38,0,0.0,0.0
Suresh-Vora,16,325,253.12,261.87,1,0.03,0,0.0,0.0
Kar-Grover,12,619,287.57,262.24,0,-0.15,1,28.81,9.9
Oommen-Dua,45,317,133.81,137.26,0,0.29,0,0.0,0.0
Naidu-Sachar,9,889,451.79,483.02,0,0.15,1,93.95,8.55
Ganesan-Banerjee,23,389,328.95,341.79,0,0.52,0,0.0,0.0
Lall Inc,28,641,263.19,284.78,2,0.99,1,38.98,9.79
Singhal LLC,16,836,146.73,83.88,1,-0.48,0,0.0,0.0
"Mishra, Khurana and Karan",23,726,420.71,431.93,0,0.38,1,71.9,9.37
Cheema-Rege,32,354,346.0,321.25,1,-0.66,0,0.0,0.0
Mani LLC,23,398,267.38,268.28,0,-0.86,0,0.0,0.0
"Bhattacharyya, Saini and Virk",15,675,333.73,588.09,0,-0.97,0,0.0,0.0
Pandya Group,42,855,142.56,135.7,2,0.36,1,24.01,8.72
Hegde-Choudhury,9,618,182.29,169.98,0,0.66,1,20.46,9.91
"Subramaniam, Nagy and Mitra",6,741,347.21,334.51,0,0.65,1,59.39,9.29
Chaudhary Ltd,8,659,5.98,6.46,0,0.9,1,0.83,9.71
Ghose LLC,33,334,86.98,84.07,0,-0.79,0,0.0,0.0
Krishnan-Mistry,46,693,366.46,382.63,0,-0.16,1,48.1,9.54
"Saraf, Bhasin and Loke",48,743,397.75,359.13,1,0.03,1,52.96,9.29
Vohra and Sons,1,752,291.79,301.08,0,0.96,1,51.69,10.74
"Gill, Datta and Gokhale",13,645,334.68,324.6,1,0.52,1,42.16,9.78
Din Group,2,551,249.8,240.97,0,-0.3,0,0.0,0.0
"Randhawa, Som and Yadav",5,410,77.98,82.93,5,-0.09,0,0.0,0.0
Hegde-Sahni,48,558,385.48,401.95,0,0.57,0,0.0,0.0
Thakkar-Kata,10,886,451.24,416.49,0,-0.23,1,102.18,8.57
Joshi-Goda,41,714,312.78,310.97,0,-0.01,1,61.5,9.43
Sharaf-Sunder,19,401,298.97,275.45,0,-0.23,0,0.0,0.0
Golla and Sons,36,732,46.77,80.67,0,-0.74,0,0.0,0.0
"Kapur, Varty and Subramanian",33,520,380.58,353.55,0,0.71,0,0.0,0.0
Datta-Kakar,43,640,426.43,412.17,0,-0.32,1,65.19,9.8
"Goswami, Singhal and Sanghvi",36,598,338.98,588.45,0,0.62,0,0.0,0.0
Thakur Group,48,361,309.31,334.6,1,0.66,0,0.0,0.0
Jaggi PLC,39,571,321.28,213.68,0,0.45,0,0.0,0.0
Cherian PLC,40,713,32.88,30.97,1,0.99,1,5.61,9.44
Bajwa PLC,49,599,286.24,257.97,2,-0.77,0,0.0,0.0
"Chauhan, Vyas and Virk",42,712,91.8,97.3,3,0.14,0,0.0,0.0
"Chahal, Kaur and Iyer",26,737,32.1,34.0,0,-0.19,1,6.01,9.31
Tandon-Jain,43,880,499.8,490.34,0,0.18,1,72.12,8.6
Bhagat PLC,15,709,43.12,45.31,2,0.29,1,7.76,9.46
Gade PLC,49,810,90.43,90.44,1,-0.79,0,0.0,0.0
Bala Ltd,9,368,243.75,397.36,0,0.47,0,0.0,0.0
Ratti Inc,15,868,355.71,368.34,0,-0.65,0,0.0,0.0
"Mukherjee, Rajagopal and Gour",5,311,69.03,28.63,1,-0.97,0,0.0,0.0
Raghavan-Lad,34,746,305.15,312.97,0,0.89,1,52.45,9.27
"Raghavan, Gara and Thakur",11,691,249.29,257.98,2,0.8,1,37.41,9.54
Pandey-Mitra,7,433,409.84,537.48,0,0.55,0,0.0,0.0
"Ratti, Mammen and Gour",44,664,117.64,112.1,0,0.37,1,19.64,9.68
Chandra-Nagy,31,657,283.2,295.11,0,-0.25,1,43.04,9.71
Lall-Sandal,6,320,291.26,301.64,1,-0.55,0,0.0,0.0
Master LLC,18,752,164.0,167.96,2,-0.39,1,31.63,9.24
Tara and Sons,46,603,449.82,476.58,1,0.48,1,63.99,9.98
Zacharia-Gara,44,629,134.41,129.66,3,-0.64,0,0.0,0.0
Tailor and Sons,14,489,375.95,364.94,0,-0.52,0,0.0,0.0
Batta Ltd,7,492,341.03,326.02,0,-0.44,0,0.0,0.0
"Khalsa, Gupta and Pillay",32,857,208.82,201.15,0,-0.52,0,0.0,0.0
Bumb Inc,45,352,432.8,455.92,0,-0.85,0,0.0,0.0
Kuruvilla Ltd,27,737,33.37,30.62,0,-0.55,0,0.0,0.0
"Tripathi, Nagarajan and Kumar",43,573,457.74,449.3,0,-0.96,0,0.0,0.0
"Ganesh, Bhavsar and Bhatnagar",13,539,418.5,377.93,1,-0.74,0,0.0,0.0
"Pai, Parekh and Yogi",48,722,317.92,321.38,0,-0.98,0,0.0,0.0
Varma-Mander,4,802,499.87,490.46,0,-0.05,1,100.39,10.49
Wable-Master,32,866,453.58,457.65,1,-0.51,0,0.0,0.0
Agrawal-Kala,20,668,250.54,242.26,3,-0.82,0,0.0,0.0
Chana Group,31,694,49.87,46.45,2,0.63,1,8.55,9.53
Arya-Anne,35,604,386.02,357.42,0,0.58,1,57.36,9.98
"Subramanian, Datta and Devi",10,794,11.15,11.38,0,0.02,1,2.16,9.03
"Mann, Nayar and Viswanathan",30,641,197.78,195.98,0,-0.52,0,0.0,0.0
Tripathi-Sharma,33,886,29.4,28.69,1,0.84,1,6.11,8.57
Anand Group,42,446,499.75,478.06,0,0.39,0,0.0,0.0
"Srivastava, Agate and Sekhon",29,418,35.6,32.62,0,-0.42,0,0.0,0.0
Bains-Baria,17,321,55.15,52.02,10,-0.29,0,0.0,0.0
Sood-Sarin,7,456,65.44,67.8,0,0.71,0,0.0,0.0
Char-Tandon,6,555,183.16,183.6,1,-0.12,0,0.0,0.0
Garg Inc,19,624,166.8,152.99,2,0.89,1,17.0,9.88
Cheema LLC,33,305,334.96,312.99,0,0.52,0,0.0,0.0
Chada Inc,25,422,358.99,372.29,0,0.88,0,0.0,0.0
Gandhi Inc,38,819,131.31,119.65,0,0.03,1,20.27,8.9
Sehgal-Din,47,844,39.35,37.58,0,-0.95,0,0.0,0.0
"Korpal, Bakshi and Sanghvi",18,356,170.05,158.38,3,0.6,0,0.0,0.0
"Sarna, Iyengar and Sami",45,323,411.3,404.11,0,0.26,0,0.0,0.0
Ratti-Sharma,11,389,486.83,440.78,0,0.6,0,0.0,0.0
"Goel, Sarin and Pant",7,457,348.26,317.65,0,0.27,0,0.0,0.0
Bath Ltd,16,506,75.64,73.66,0,-0.48,0,0.0,0.0
Dixit-Krishnamurthy,38,836,403.05,437.25,0,0.49,1,85.15,8.82
Soman-Sekhon,42,397,451.56,495.64,3,0.16,0,0.0,0.0
Date and Sons,21,553,471.39,478.04,0,-0.04,0,0.0,0.0
Mahal and Sons,2,550,244.02,267.11,0,0.3,0,0.0,0.0
Basak Inc,49,374,279.74,259.96,0,-0.3,0,0.0,0.0
"Naik, Prabhu and Narayanan",5,687,233.98,214.73,0,0.34,1,39.18,11.06
Ravi and Sons,38,816,470.38,313.64,0,0.49,0,0.0,0.0
Borah-Bose,5,682,183.25,171.68,1,0.71,1,29.76,11.09
"Mitra, Warrior and Lalla",26,676,376.69,215.81,0,-0.9,0,0.0,0.0
"Agate, Walia and Malhotra",6,740,120.75,114.15,3,-0.69,0,0.0,0.0
Banik and Sons,32,474,481.08,515.77,2,0.88,0,0.0,0.0
Butala-Patla,13,474,210.04,203.08,0,-0.81,0,0.0,0.0
Kumer Group,37,860,174.96,163.75,1,-0.2,1,30.95,8.7
Iyer and Sons,45,346,444.34,457.34,2,0.55,0,0.0,0.0
Bera-Magar,14,858,424.19,403.38,0,-0.02,1,64.17,8.71
Lad and Sons,35,767,147.53,144.73,0,-0.8,0,0.0,0.0
Dora-Bora,20,320,372.4,377.82,0,0.7,0,0.0,0.0
Chakraborty and Sons,5,572,499.57,538.23,0,-0.84,0,0.0,0.0
Bath-Ramachandran,24,864,140.2,126.73,2,0.92,1,29.72,8.68
Venkatesh-Bahri,12,686,423.37,388.24,0,-0.87,0,0.0,0.0
Yadav-Peri,26,342,325.58,357.6,3,0.66,0,0.0,0.0
Saini-Swamy,33,413,219.34,209.83,2,0.01,0,0.0,0.0
Pillai-Sachdev,16,478,195.34,293.81,0,0.67,0,0.0,0.0
Apte Inc,4,415,42.7,38.7,1,-0.5,0,0.0,0.0
Khurana-Yohannan,7,336,423.44,422.83,0,0.83,0,0.0,0.0
Varghese-Baral,48,362,204.21,107.11,0,-0.56,0,0.0,0.0
Panchal PLC,21,439,189.46,184.09,0,0.6,0,0.0,0.0
"Chaudhry, Karpe and Naidu",42,460,74.43,126.63,0,0.99,0,0.0,0.0
"Lad, Bobal and Borra",38,530,212.95,224.78,2,0.58,0,0.0,0.0
Sandhu-Kale,8,708,184.37,177.97,0,-0.84,0,0.0,0.0
"Tank, Kaul and Chakrabarti",35,577,280.46,442.95,0,-0.41,0,0.0,0.0
Jha Ltd,14,844,263.45,265.03,1,0.35,1,49.26,8.78
"Kant, Memon and Sarma",10,775,244.0,225.21,0,-0.89,0,0.0,0.0
